Season,Primary Category,Secondary Category,ActivityName,Description,ActivityNumber,Ages,Location,Address,City,State,Zip,Activity Facility,Start Date,End Date,Start Time,End Time,Sessions,Days of the Week,Fee,Status,Address/Location
Spring 2019,Therapeutic Recreation Programs,General Fitness,Stretch 'n Tone,For individuals with disabilities. Tone your muscles and encourage flexibility through stretching exercises.  This class is ideal for beginners.,63725,15 and up,Potomac Community Recreation Center,11315 Falls Road,Potomac,MD,20854,Potomac Meeting Room at Potomac Community Recreation Center,4/9/2019,6/4/2019,7:00:00 PM,8:00:00 PM,8,T,40,Open,"11315 Falls Road
Potomac, MD 20854
(39.041226, -77.19248)"
Spring 2019,Sports,Ultimate Frisbee,Middle School Ultimate Frisbee League,"American Ultimate Academy welcomes players of all skill  levels to play in a co-ed middle school ultimate league. Over the  course of 6 Monday evenings, players will learn to play ultimate Frisbee, one of the fastest growing team sports in the world! Players will be divided into teams. All  players will receive professional coaching, ample playing time,  reversible jerseys, and a disc. The league wraps up with a special playoff  format on the last week. For more information,  visit www.americanultimateacademy.com or  call 860-222-4977.",60195,At least 10 but less than 15,Rosemary Hills-Lyttonsville Local Park,2450 Lyttonsville Road,Chevy Chase,MD,20910,Rosemary Hills-Lyttonsville Field #2 FS at Rosemary Hills-Lyttonsville Local Park,4/8/2019,5/20/2019,6:00:00 PM,8:00:00 PM,6,M,65,Open,"2450 Lyttonsville Road
Chevy Chase, MD 20910
(38.999687, -77.050943)"
Spring 2019,Aquatics,Beginner Swim Lessons,Beginner 3,"Designed for children 4-6 years of age. Parents DO NOT accompany children. This class is for students who can already swim a combined stroke on their front and back, using a kick and arm stroke for a minimum of 5 yards. Please read the course descriptions carefully. Select the course level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate their needs. THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class size is limited to 6 students. Screening is available to evaluate the student's abilities at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with the Lesson Supervisor for evaluation dates and times (bring a swim suit and towel).",63262,At least 4 but less than 7,Kennedy Shriver Aquatic Center,5900 Executive Boulevard,N Bethesda,MD,20852,KSAC Leisure Pool 3 at Kennedy Shriver Aquatic Center,4/7/2019,5/19/2019,9:40:00 AM,10:10:00 AM,6,S,65,Open,"5900 Executive Boulevard
N Bethesda, MD 20852
(39.046672, -77.116967)"
Spring 2019,Music,Piano,Adult Group Piano II,"Advanced Beginner level. Students should have a basic knowledge of reading music, playing easy rhythms and playing with both hands with the use of chords in the C and G hand positions. Covers progression toward playing in the major keys of C, G, and F and the minor keys of A and D.",63598,17 and up,Holiday Park Senior Center,3950 Ferrara Drive,Wheaton,MD,20906,Holiday Sr Room 30 - Dance Room at Holiday Park Senior Center,4/2/2019,6/11/2019,7:00:00 PM,7:50:00 PM,10,T,200,Open,"3950 Ferrara Drive
Wheaton, MD 20906
(39.049836, -77.076744)"
Spring 2019,Aquatics,Youth Swim Lessons,Youth Level 5,"Designed for children at least 7 years old. This class is for students who can swim 1 length of front and back crawl, 15 yards of elementary backstroke in good form, tread water, and dive into and swim in deep water. Please read the course descriptions carefully.  Select the course level for which the student had mastered all prerequisite skills. By choosing the appropriate level, the student will be more likely to succeed. Please check all course dates to determine which classes will best accommodate their needs.  THERE ARE NO MAKE-UPS OR REFUNDS FOR MISSED CLASSES. Course meet for six 30 minute sessions.  Class size is limited to 10 students. Screening is available to evaluate the student's abilities  at each pool if you are unsure of which class to register for. Call the pool of your choice and speak with  the Lesson Supervisor for evaluation dates and times (bring a swim suit and  towel).",63677,At least 7 but less than 15,Martin Luther King Jr. Swim Center,1201 Jackson Road,Silver Spring,MD,20904,MLK Main Pool Shallow Lane 6 at Martin Luther King Jr. Swim Center,3/3/2019,4/14/2019,10:40:00 AM,11:10:00 AM,6,S,58,Open,"1201 Jackson Road
Silver Spring, MD 20904
(39.055072, -76.982795)"
Spring 2019,Aquatics,Beginner Swim Lessons,Beginner 1,"Designed for children 4-6 years of age. Parents DO NOT accompany children. This class is for students who need to learn basic water adjustment skills.  Please read the course  descriptions carefully. Select the course  level for which the students has mastered all prerequisite skills. By choosing the appropriate level, the  student will be more likely to succeed. Please check all course dates to determine which classed will best accommodate  their needs. THERE ARE NO MAKE-UPS OR  REFUNDS FOR MISSED CLASSES. Courses meet for six (6) 30 minute sessions. Class  size is limited to 5 students. Screening is available to evaluate the student's abilities at each pool  if you are unsure of which class to register for. Call the pool of your choice and speak with  the Lesson Supervisor for evaluation dates and times (bring a swim suit and  towel).",63805,At least 4 but less than 7,Olney Swim Center,16605 Georgia Avenue,Olney,MD,20832,OSC Leisure Pool 1 at Olney Swim Center,4/28/2019,6/9/2019,10:30:00 AM,11:00:00 AM,6,S,67,Open,"16605 Georgia Avenue
Olney, MD 20832
(39.126464, -77.072072)"
Spring 2019,Travel,General Trips,Observation Deck at CEB Tower & Newseum,"You've never seen the capital like this before. There's only one place  where you can take in the full grandeur of the D.C. metropolis, where you can  get a 360� panoramic view of the city's most majestic monuments, famous  landmarks and natural beauty: The Observation Deck at CEB Tower.  Wander through our sleek 12,000-square-foot space, gaze out our  floor-to-ceiling windows and get a new perspective on the nation's capital from  the old-world charm of Georgetown to the soaring Washington Monument to the  emerald green banks of the Potomac. Go even higher and venture out onto our  open-air terrace for a closer view of the Pentagon and Arlington Cemetery. Use  our interactive touch-screen displays to tap and scroll your way to a deeper  understanding of what you're observing. Visit at your own pace. After our visit  to the Tower we will make our way to the Newseum where we will have  lunch and on your own at the cafeteria. Enjoy self-service dining in the Food  Section, a 152-seat food court on the Newseum's Concourse Level. The menu,  developed and executed by Wolfgang Puck Catering, includes an extensive  selection of hot entr�es, grilled and cold sandwiches, salads, snacks and  desserts on your own. Following your lunch, you will  have time on your own to tour the many  exhibitions the Newseum has to offer! We will have a brief  introduction to the Newseum and then tour on your own. Each of the seven levels  in this magnificent building is packed with interactive exhibits that explore  how news affects our shared experience of historic moments. An 80-foot-long  exhibit rail tells the rich history of the people and events that played a role  in shaping the avenue, Washington, D.C., and the nation itself. Fee  includes transportation and admissions! Meals are on your own!",59920,8 and up,Olney Manor Recreational Park,16601 Gerogia Avenue,Olney,MD,20832,Olney Manor Parking Lot at Olney Manor Recreational Park,3/22/2019,3/22/2019,9:30:00 AM,4:30:00 PM,1,F,84,Open,"16601 Gerogia Avenue
Olney, MD 20832"
Spring 2019,Sports,Basketball,Train Like a Pro Basketball,"Develop elite basketball skills for boys and girls of all abilities. Coaches are former professional and college athletes who focus on position-specific fundamentals and advanced drill sequences for all phases of the game, game-simulation drills, scrimmages, and basketball-specific physical and mental conditioning.",53717,At least 10 but less than 18,Cabin John Middle School,10701 Gainsborough Road,Potomac,MD,20854,Cabin John MS - GYM at Cabin John Middle School,4/3/2019,5/15/2019,7:00:00 PM,8:30:00 PM,6,W,125,Open,"10701 Gainsborough Road
Potomac, MD 20854
(39.03049, -77.172753)"
Spring 2019,Aquatics,Water Fitness,Aqua Spin,"Patrons of all fitness levels can spin their wheels on a stationary bike in the water. This invigorating class combines the best of a cycle spinning class with a water exercise class.  Some of these benefits include: high intensity workout using the water to cushion and protect the joints as well as facilitate high caloric burn, lean muscle building of upper and lower body, and cardio conditioning. Get  ready to have fun! Aqua shoes are mandatory.",62958,12 and up,Martin Luther King Jr. Swim Center,1201 Jackson Road,Silver Spring,MD,20904,MLK Main Pool at Martin Luther King Jr. Swim Center,3/22/2019,5/17/2019,7:30:00 PM,8:20:00 PM,8,F,64,Open,"1201 Jackson Road
Silver Spring, MD 20904
(39.055072, -76.982795)"
Spring 2019,Arts & Crafts,Crafts,It's a Stitch,"Craft projects and garments as you learn sewing terms, pattern layout, cutting out fabric, hemming, making a slit and measuring. Sewing machines will be available or you can bring your own. Supply list will be on your receipt. $10 material fee due at first session. All ability levels welcome.",63975,18 and up,Jane E. Lawton Community Rec Center,4301 Willow Lane,Chevy Chase,MD,20815,Lawton Art Room at Jane E. Lawton Community Rec Center,4/25/2019,5/30/2019,10:30:00 AM,12:30:00 PM,6,Th,125,Open,"4301 Willow Lane
Chevy Chase, MD 20815
(38.982714, -77.086855)"
Spring 2019,Fitness,Fitness,Jacki Sorensen's Strong Step,"This high-energy, low-impact fitness class blends exercise and bench and resistance training to provide a full-body workout. Students can adjust step level to vary intensity. Bring a step, exercise mat.  Hand weights (1-6 pounds) are optional. Limited steps available for class use. Contact instructor to verify availability at 240-207-3091.",63136,18 and up,Potomac Community Recreation Center,11315 Falls Road,Potomac,MD,20854,Potomac Multi Purpose Room at Potomac Community Recreation Center,4/5/2019,6/14/2019,9:00:00 AM,10:00:00 AM,10,F,80,Open,"11315 Falls Road
Potomac, MD 20854
(39.041226, -77.19248)"
Spring 2019,Aquatics,Diving,National Development Program ( NDP),"This is an invitation  only program. It is designed for young, highly talented athletes who aspire to compete at the highest levels in USA Diving competition.  All participants must pay a $300 Team fee and a quarterly club fee each year and sign up for the email newsletter at montgomerydiveclub.org contact AlexG@montgomerydiveclub.org to try out",64043,At least 6 but less than 13,Kennedy Shriver Aquatic Center,5900 Executive Boulevard,N Bethesda,MD,20852,KSAC Main Pool Platforms at Kennedy Shriver Aquatic Center,3/8/2019,5/13/2019,4:15:00 PM,8:15:00 PM,17,"M,F",400,Open,"5900 Executive Boulevard
N Bethesda, MD 20852
(39.046672, -77.116967)"
Spring 2019,Sports,Soccer,Men's 55+ Soccer Free Agents,"If you are an individual interested in playing in MCR's Men's soccer leagues, but do not already have a team, please sign up here. Three leagues are available: Men's 55+ (Saturdays).Placement is not guaranteed, but your name will be added to a free agent list that will be sent to the team managers every Monday morning. If a team manager is interested in adding you to their roster, they will contact you directly. Registration for the league is a team fee. So, the team manager will indicate your portion of the team fee due based on the number of players the team has on the roster.",44065,55 and up,TBD,TBD,TBD,TBD,TBD,Location unspecified,4/13/2019,7/27/2019,9:00:00 AM,5:00:00 PM,16,Sa,0,Open,"TBD
TBD, TBD TBD"
Spring 2019,Dance,Hip Hop,Hip Hop kids,"Get ready to pop, lock and rock your body in this action-packed dance program. Learn the latest hip-hop dance moves using old-school tunes and the latest hits. Family and friends will get to see the students showcase their talents on the last day of class in a final performance.  All ability levels welcome.",63587,At least 4y 11m  but less than 9,Plum Gar Community Recreation Center,19561 Scenery Drive,Germantown,MD,20874,Plum Gar Social Hall at Plum Gar Community Recreation Center,4/6/2019,6/8/2019,10:00:00 AM,10:45:00 AM,8,Sa,80,Open,"19561 Scenery Drive
Germantown, MD 20874
(39.177047, -77.233861)"
